row_id,category,product_type,mounting,sku,is_pricing_rule,price,currency,dimensions_raw,length_mm,width_mm,height_mm,diameter_mm,depth_mm,dims_source,power_w,power_w_per_m,power_w_options,power_w_per_m_options,lumen,ip_rating,cct_k,cct_k_min,cct_k_max,cct_placeholder,voltage_min_v,voltage_max_v,voltage_type,frequency_min_hz,frequency_max_hz,constant_voltage_v,beam_deg,beam_source,dimming,note,search_text,sku_occurrence,sku_key,missing_fields,has_missing_fields
3,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-5W-XXK-SMD-NS-IP20,False,57.0,,W90 H45 Ø75,,90.0,45.0,75.0,,dimensions_raw,5.0,,,,550.0,IP20,,,,XXK,,,,,,,,,,درايفر نسلي,LED DOWN LIGHT T1 | NSL-DLT1-2.5-5W-XXK-SMD-NS-IP20 | W90 H45 Ø75 | 5 | 550 | 57.0 | درايفر نسلي | IP20,1,NSL-DLT1-2.5-5W-XXK-SMD-NS-IP20,voltage,True
4,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-5W-XXK-SMD-TD-AT-IP20,False,103.0,,,,,,,,,5.0,,,,,IP20,,,,XXK,,,,,,,,,,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-5W-XXK-SMD-TD-AT-IP20 | 103.0 | IP20,1,NSL-DLT1-2.5-5W-XXK-SMD-TD-AT-IP20,dimensions;lumen;voltage,True
5,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-5W-XXK-SMD-TD-AT-Dali-IP20,False,164.0,,,,,,,,,5.0,,,,,IP20,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-5W-XXK-SMD-TD-AT-Dali-IP20 | 164.0 | IP20 | DALI,1,NSL-DLT1-2.5-5W-XXK-SMD-TD-AT-Dali-IP20,dimensions;lumen;voltage,True
6,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-5W-XXK-SMD-TD-AT-IP44,False,112.0,,,,,,,,,5.0,,,,,IP44,,,,XXK,,,,,,,,,,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-5W-XXK-SMD-TD-AT-IP44 | 112.0 | IP44,1,NSL-DLT1-2.5-5W-XXK-SMD-TD-AT-IP44,dimensions;lumen;voltage,True
7,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-5W-XXK-SMD-TD-AT-Dali-IP44,False,172.0,,,,,,,,,5.0,,,,,IP44,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-5W-XXK-SMD-TD-AT-Dali-IP44 | 172.0 | IP44 | DALI,1,NSL-DLT1-2.5-5W-XXK-SMD-TD-AT-Dali-IP44,dimensions;lumen;voltage,True
8,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-5W-XXK-SMD-NS-IP44,False,77.0,,W90 H45 Ø75,,90.0,45.0,75.0,,dimensions_raw,5.0,,,,550.0,IP44,,,,XXK,,,,,,,,,,درايفر نسلي,LED DOWN LIGHT T1 | NSL-DLT1-2.5-5W-XXK-SMD-NS-IP44 | W90 H45 Ø75 | 5 | 550 | 77.0 | درايفر نسلي | IP44,1,NSL-DLT1-2.5-5W-XXK-SMD-NS-IP44,voltage,True
9,LED DOWN LIGHT T1,downlight,,CUSTOM SINGLE FRAME,False,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT T1 | CUSTOM SINGLE FRAME | 20.0,1,CUSTOM SINGLE FRAME__1,dimensions;power;lumen;ip_rating;cct;voltage,True
10,LED DOWN LIGHT T1,downlight,,CUSTOM DOUBLE FRAME,False,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT T1 | CUSTOM DOUBLE FRAME | 30.0,1,CUSTOM DOUBLE FRAME__1,dimensions;power;lumen;ip_rating;cct;voltage,True
13,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-7W-XXK-SMD-NS-IP20,False,57.0,,W90 H45 Ø75,,90.0,45.0,75.0,,dimensions_raw,7.0,,,,770.0,IP20,,,,XXK,,,,,,,,,,درايفر نسلي 12 واط,LED DOWN LIGHT T1 | NSL-DLT1-2.5-7W-XXK-SMD-NS-IP20 | W90 H45 Ø75 | 7 | 770 | 57.0 | درايفر نسلي 12 واط | IP20,1,NSL-DLT1-2.5-7W-XXK-SMD-NS-IP20,voltage,True
14,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-7W-XXK-SMD-NS-PHC-IP20,False,92.0,,W90 H45 Ø75,,90.0,45.0,75.0,,dimensions_raw,7.0,,,,770.0,IP20,,,,XXK,,,,,,,,,PHC,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-7W-XXK-SMD-NS-PHC-IP20 | W90 H45 Ø75 | 7 | 770 | 92.0 | IP20 | PHC,1,NSL-DLT1-2.5-7W-XXK-SMD-NS-PHC-IP20,voltage,True
15,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-7W-XXK-SMD-NS-IP44,False,77.0,,W90 H45 Ø75,,90.0,45.0,75.0,,dimensions_raw,7.0,,,,770.0,IP44,,,,XXK,,,,,,,,,,درايفر نسلي 12 واط,LED DOWN LIGHT T1 | NSL-DLT1-2.5-7W-XXK-SMD-NS-IP44 | W90 H45 Ø75 | 7 | 770 | 77.0 | درايفر نسلي 12 واط | IP44,1,NSL-DLT1-2.5-7W-XXK-SMD-NS-IP44,voltage,True
16,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-7W-XXK-SMD-NS-PHC-IP44,False,112.0,,W90 H45 Ø75,,90.0,45.0,75.0,,dimensions_raw,7.0,,,,770.0,IP44,,,,XXK,,,,,,,,,PHC,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-7W-XXK-SMD-NS-PHC-IP44 | W90 H45 Ø75 | 7 | 770 | 112.0 | IP44 | PHC,1,NSL-DLT1-2.5-7W-XXK-SMD-NS-PHC-IP44,voltage,True
17,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-7W-XXK-SMD-TD-CN-IP20,False,57.0,,W90 H45 Ø75,,90.0,45.0,75.0,,dimensions_raw,7.0,,,,770.0,IP20,,,,XXK,,,,,,,,,,ترايدونك صيني,LED DOWN LIGHT T1 | NSL-DLT1-2.5-7W-XXK-SMD-TD-CN-IP20 | W90 H45 Ø75 | 7 | 770 | 57.0 | ترايدونك صيني | IP20,1,NSL-DLT1-2.5-7W-XXK-SMD-TD-CN-IP20,voltage,True
18,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-IP20,False,103.0,,,,,,,,,7.0,,,,,IP20,,,,XXK,,,,,,,,,,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-IP20 | 103.0 | IP20,1,NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-IP20,dimensions;lumen;voltage,True
19,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-Dali-IP20,False,164.0,,,,,,,,,7.0,,,,,IP20,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-Dali-IP20 | 164.0 | IP20 | DALI,1,NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-Dali-IP20,dimensions;lumen;voltage,True
20,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-PHC-IP20,False,103.0,,,,,,,,,7.0,,,,,IP20,,,,XXK,,,,,,,,,PHC,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-PHC-IP20 | 103.0 | IP20 | PHC,1,NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-PHC-IP20,dimensions;lumen;voltage,True
21,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-7W-XXK-SMD-TD-CN-IP44,False,77.0,,W90 H45 Ø75,,90.0,45.0,75.0,,dimensions_raw,7.0,,,,770.0,IP44,,,,XXK,,,,,,,,,,ترايدونك صيني,LED DOWN LIGHT T1 | NSL-DLT1-2.5-7W-XXK-SMD-TD-CN-IP44 | W90 H45 Ø75 | 7 | 770 | 77.0 | ترايدونك صيني | IP44,1,NSL-DLT1-2.5-7W-XXK-SMD-TD-CN-IP44,voltage,True
22,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-IP44,False,112.0,,,,,,,,,7.0,,,,,IP44,,,,XXK,,,,,,,,,,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-IP44 | 112.0 | IP44,1,NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-IP44,dimensions;lumen;voltage,True
23,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-Dali-IP44,False,172.0,,,,,,,,,7.0,,,,,IP44,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-Dali-IP44 | 172.0 | IP44 | DALI,1,NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-Dali-IP44,dimensions;lumen;voltage,True
24,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-PHC-IP44,False,112.0,,,,,,,,,7.0,,,,,IP44,,,,XXK,,,,,,,,,PHC,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-PHC-IP44 | 112.0 | IP44 | PHC,1,NSL-DLT1-2.5-7W-XXK-SMD-TD-AT-PHC-IP44,dimensions;lumen;voltage,True
25,LED DOWN LIGHT T1,downlight,,CUSTOM SINGLE FRAME,False,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT T1 | CUSTOM SINGLE FRAME | 20.0,2,CUSTOM SINGLE FRAME__2,dimensions;power;lumen;ip_rating;cct;voltage,True
26,LED DOWN LIGHT T1,downlight,,CUSTOM DOUBLE FRAME,False,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT T1 | CUSTOM DOUBLE FRAME | 30.0,2,CUSTOM DOUBLE FRAME__2,dimensions;power;lumen;ip_rating;cct;voltage,True
29,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-9W-XXK-SMD-NS-IP20,False,57.0,,W90 H45 Ø75,,90.0,45.0,75.0,,dimensions_raw,9.0,,,,990.0,IP20,,,,XXK,,,,,,,,,,نفس البند السابق ويطبع عليه 9 واط,LED DOWN LIGHT T1 | NSL-DLT1-2.5-9W-XXK-SMD-NS-IP20 | W90 H45 Ø75 | 9 | 990 | 57.0 | نفس البند السابق ويطبع عليه 9 واط | IP20,1,NSL-DLT1-2.5-9W-XXK-SMD-NS-IP20,voltage,True
30,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-9W-XXK-SMD-NS-IP44,False,77.0,,W90 H45 Ø75,,90.0,45.0,75.0,,dimensions_raw,9.0,,,,990.0,IP44,,,,XXK,,,,,,,,,,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-9W-XXK-SMD-NS-IP44 | W90 H45 Ø75 | 9 | 990 | 77.0 | IP44,1,NSL-DLT1-2.5-9W-XXK-SMD-NS-IP44,voltage,True
31,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-9W-XXK-SMD-TD-CN-IP20,False,57.0,,W90 H45 Ø75,,90.0,45.0,75.0,,dimensions_raw,9.0,,,,990.0,IP20,,,,XXK,,,,,,,,,,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-9W-XXK-SMD-TD-CN-IP20 | W90 H45 Ø75 | 9 | 990 | 57.0 | IP20,1,NSL-DLT1-2.5-9W-XXK-SMD-TD-CN-IP20,voltage,True
32,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-IP20,False,103.0,,,,,,,,,9.0,,,,,IP20,,,,XXK,,,,,,,,,,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-IP20 | 103.0 | IP20,1,NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-IP20,dimensions;lumen;voltage,True
33,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-Dali-IP20,False,164.0,,,,,,,,,9.0,,,,,IP20,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-Dali-IP20 | 164.0 | IP20 | DALI,1,NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-Dali-IP20,dimensions;lumen;voltage,True
34,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-PHC-IP20,False,103.0,,,,,,,,,9.0,,,,,IP20,,,,XXK,,,,,,,,,PHC,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-PHC-IP20 | 103.0 | IP20 | PHC,1,NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-PHC-IP20,dimensions;lumen;voltage,True
35,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-9W-XXK-SMD-TD-CN-IP44,False,77.0,,W90 H45 Ø75,,90.0,45.0,75.0,,dimensions_raw,9.0,,,,990.0,IP44,,,,XXK,,,,,,,,,,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-9W-XXK-SMD-TD-CN-IP44 | W90 H45 Ø75 | 9 | 990 | 77.0 | IP44,1,NSL-DLT1-2.5-9W-XXK-SMD-TD-CN-IP44,voltage,True
36,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-IP44,False,112.0,,,,,,,,,9.0,,,,,IP44,,,,XXK,,,,,,,,,,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-IP44 | 112.0 | IP44,1,NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-IP44,dimensions;lumen;voltage,True
37,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-Dali-IP44,False,172.0,,,,,,,,,9.0,,,,,IP44,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-Dali-IP44 | 172.0 | IP44 | DALI,1,NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-Dali-IP44,dimensions;lumen;voltage,True
38,LED DOWN LIGHT T1,downlight,,NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-PHC-IP44,False,112.0,,,,,,,,,9.0,,,,,IP44,,,,XXK,,,,,,,,,PHC,,LED DOWN LIGHT T1 | NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-PHC-IP44 | 112.0 | IP44 | PHC,1,NSL-DLT1-2.5-9W-XXK-SMD-TD-AT-PHC-IP44,dimensions;lumen;voltage,True
39,LED DOWN LIGHT T1,downlight,,CUSTOM SINGLE FRAME,False,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT T1 | CUSTOM SINGLE FRAME | 20.0,3,CUSTOM SINGLE FRAME__3,dimensions;power;lumen;ip_rating;cct;voltage,True
40,LED DOWN LIGHT T1,downlight,,CUSTOM DOUBLE FRAME,False,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT T1 | CUSTOM DOUBLE FRAME | 30.0,3,CUSTOM DOUBLE FRAME__3,dimensions;power;lumen;ip_rating;cct;voltage,True
43,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-12W-XXK-SMD-NS-IP20,False,84.0,,W115 H50 Ø100,,115.0,50.0,100.0,,dimensions_raw,12.0,,,,1320.0,IP20,,,,XXK,,,,,,,,,,درايفر نسلي 16 واط,LED DOWN LIGHT T1 | NSL-DLT1-3.5-12W-XXK-SMD-NS-IP20 | W115 H50 Ø100 | 12 | 1320 | 84.0 | درايفر نسلي 16 واط | IP20,1,NSL-DLT1-3.5-12W-XXK-SMD-NS-IP20,voltage,True
44,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-12W-XXK-SMD-NS-IP44,False,104.0,,W115 H50 Ø100,,115.0,50.0,100.0,,dimensions_raw,12.0,,,,1320.0,IP44,,,,XXK,,,,,,,,,,درايفر نسلي 16 واط,LED DOWN LIGHT T1 | NSL-DLT1-3.5-12W-XXK-SMD-NS-IP44 | W115 H50 Ø100 | 12 | 1320 | 104.0 | درايفر نسلي 16 واط | IP44,1,NSL-DLT1-3.5-12W-XXK-SMD-NS-IP44,voltage,True
45,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-12W-XXK-SMD-TD-CN-IP20,False,84.0,,W115 H50 Ø100,,115.0,50.0,100.0,,dimensions_raw,12.0,,,,1320.0,IP20,,,,XXK,,,,,,,,,,ترايدونك صربي بنفس سعر الصيني,LED DOWN LIGHT T1 | NSL-DLT1-3.5-12W-XXK-SMD-TD-CN-IP20 | W115 H50 Ø100 | 12 | 1320 | 84.0 | ترايدونك صربي بنفس سعر الصيني | IP20,1,NSL-DLT1-3.5-12W-XXK-SMD-TD-CN-IP20,voltage,True
46,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-IP20,False,119.0,,W115 H50 Ø100,,115.0,50.0,100.0,,dimensions_raw,12.0,,,,1320.0,IP20,,,,XXK,,,,,,,,,,,LED DOWN LIGHT T1 | NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-IP20 | W115 H50 Ø100 | 12 | 1320 | 119.0 | IP20,1,NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-IP20,voltage,True
47,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-Dali-IP20,False,178.0,,W115 H50 Ø100,,115.0,50.0,100.0,,dimensions_raw,12.0,,,,1320.0,IP20,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT T1 | NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-Dali-IP20 | W115 H50 Ø100 | 12 | 1320 | 178.0 | IP20 | DALI,1,NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-Dali-IP20,voltage,True
48,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-PHC-IP20,False,119.0,,W115 H50 Ø100,,115.0,50.0,100.0,,dimensions_raw,12.0,,,,1320.0,IP20,,,,XXK,,,,,,,,,PHC,,LED DOWN LIGHT T1 | NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-PHC-IP20 | W115 H50 Ø100 | 12 | 1320 | 119.0 | IP20 | PHC,1,NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-PHC-IP20,voltage,True
49,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-12W-XXK-SMD-TD-CN-IP44,False,104.0,,W115 H50 Ø100,,115.0,50.0,100.0,,dimensions_raw,12.0,,,,1320.0,IP44,,,,XXK,,,,,,,,,,ترايدونك صربي بنفس سعر الصيني,LED DOWN LIGHT T1 | NSL-DLT1-3.5-12W-XXK-SMD-TD-CN-IP44 | W115 H50 Ø100 | 12 | 1320 | 104.0 | ترايدونك صربي بنفس سعر الصيني | IP44,1,NSL-DLT1-3.5-12W-XXK-SMD-TD-CN-IP44,voltage,True
50,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-IP44,False,139.0,,W115 H50 Ø100,,115.0,50.0,100.0,,dimensions_raw,12.0,,,,1320.0,IP44,,,,XXK,,,,,,,,,,,LED DOWN LIGHT T1 | NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-IP44 | W115 H50 Ø100 | 12 | 1320 | 139.0 | IP44,1,NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-IP44,voltage,True
51,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-Dali-IP44,False,183.0,,W115 H50 Ø100,,115.0,50.0,100.0,,dimensions_raw,12.0,,,,1320.0,IP44,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT T1 | NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-Dali-IP44 | W115 H50 Ø100 | 12 | 1320 | 183.0 | IP44 | DALI,1,NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-Dali-IP44,voltage,True
52,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-PHC-IP44,False,139.0,,W115 H50 Ø100,,115.0,50.0,100.0,,dimensions_raw,12.0,,,,1320.0,IP44,,,,XXK,,,,,,,,,PHC,,LED DOWN LIGHT T1 | NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-PHC-IP44 | W115 H50 Ø100 | 12 | 1320 | 139.0 | IP44 | PHC,1,NSL-DLT1-3.5-12W-XXK-SMD-TD-AT-PHC-IP44,voltage,True
53,LED DOWN LIGHT T1,downlight,,CUSTOM SINGLE FRAME,False,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT T1 | CUSTOM SINGLE FRAME | 20.0,4,CUSTOM SINGLE FRAME__4,dimensions;power;lumen;ip_rating;cct;voltage,True
54,LED DOWN LIGHT T1,downlight,,CUSTOM DOUBLE FRAME,False,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT T1 | CUSTOM DOUBLE FRAME | 30.0,4,CUSTOM DOUBLE FRAME__4,dimensions;power;lumen;ip_rating;cct;voltage,True
57,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-15W-XXK-SMD-NS-IP20,False,84.0,,W115 H50 Ø100,,115.0,50.0,100.0,,dimensions_raw,15.0,,,,1650.0,IP20,,,,XXK,,,,,,,,,,نفس البند السابق ويطبع عليه 15 واط,LED DOWN LIGHT T1 | NSL-DLT1-3.5-15W-XXK-SMD-NS-IP20 | W115 H50 Ø100 | 15 | 1650 | 84.0 | نفس البند السابق ويطبع عليه 15 واط | IP20,1,NSL-DLT1-3.5-15W-XXK-SMD-NS-IP20,voltage,True
58,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-15W-XXK-SMD-NS-IP44,False,104.0,,W115 H50 Ø100,,115.0,50.0,100.0,,dimensions_raw,15.0,,,,1650.0,IP44,,,,XXK,,,,,,,,,,,LED DOWN LIGHT T1 | NSL-DLT1-3.5-15W-XXK-SMD-NS-IP44 | W115 H50 Ø100 | 15 | 1650 | 104.0 | IP44,1,NSL-DLT1-3.5-15W-XXK-SMD-NS-IP44,voltage,True
59,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-15W-XXK-SMD-TD-CN-IP20,False,84.0,,W115 H50 Ø100,,115.0,50.0,100.0,,dimensions_raw,15.0,,,,1650.0,IP20,,,,XXK,,,,,,,,,,,LED DOWN LIGHT T1 | NSL-DLT1-3.5-15W-XXK-SMD-TD-CN-IP20 | W115 H50 Ø100 | 15 | 1650 | 84.0 | IP20,1,NSL-DLT1-3.5-15W-XXK-SMD-TD-CN-IP20,voltage,True
60,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-IP20,False,119.0,,,,,,,,,15.0,,,,,IP20,,,,XXK,,,,,,,,,,,LED DOWN LIGHT T1 | NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-IP20 | 119.0 | IP20,1,NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-IP20,dimensions;lumen;voltage,True
61,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-Dali-IP20,False,178.0,,,,,,,,,15.0,,,,,IP20,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT T1 | NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-Dali-IP20 | 178.0 | IP20 | DALI,1,NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-Dali-IP20,dimensions;lumen;voltage,True
62,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-PHC-IP20,False,119.0,,,,,,,,,15.0,,,,,IP20,,,,XXK,,,,,,,,,PHC,,LED DOWN LIGHT T1 | NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-PHC-IP20 | 119.0 | IP20 | PHC,1,NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-PHC-IP20,dimensions;lumen;voltage,True
63,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-15W-XXK-SMD-TD-CN-IP44,False,104.0,,W115 H50 Ø100,,115.0,50.0,100.0,,dimensions_raw,15.0,,,,1650.0,IP44,,,,XXK,,,,,,,,,,,LED DOWN LIGHT T1 | NSL-DLT1-3.5-15W-XXK-SMD-TD-CN-IP44 | W115 H50 Ø100 | 15 | 1650 | 104.0 | IP44,1,NSL-DLT1-3.5-15W-XXK-SMD-TD-CN-IP44,voltage,True
64,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-IP44,False,139.0,,,,,,,,,15.0,,,,,IP44,,,,XXK,,,,,,,,,,,LED DOWN LIGHT T1 | NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-IP44 | 139.0 | IP44,1,NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-IP44,dimensions;lumen;voltage,True
65,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-Dali-IP44,False,183.0,,,,,,,,,15.0,,,,,IP44,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT T1 | NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-Dali-IP44 | 183.0 | IP44 | DALI,1,NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-Dali-IP44,dimensions;lumen;voltage,True
66,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-PHC-IP44,False,139.0,,,,,,,,,15.0,,,,,IP44,,,,XXK,,,,,,,,,PHC,,LED DOWN LIGHT T1 | NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-PHC-IP44 | 139.0 | IP44 | PHC,1,NSL-DLT1-3.5-15W-XXK-SMD-TD-AT-PHC-IP44,dimensions;lumen;voltage,True
67,LED DOWN LIGHT T1,downlight,,CUSTOM SINGLE FRAME,False,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT T1 | CUSTOM SINGLE FRAME | 20.0,5,CUSTOM SINGLE FRAME__5,dimensions;power;lumen;ip_rating;cct;voltage,True
68,LED DOWN LIGHT T1,downlight,,CUSTOM DOUBLE FRAME,False,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT T1 | CUSTOM DOUBLE FRAME | 30.0,5,CUSTOM DOUBLE FRAME__5,dimensions;power;lumen;ip_rating;cct;voltage,True
71,LED DOWN LIGHT T1,downlight,,NSL-DLT1-3-9W-XXK-SMD-NS-IP20,False,80.0,,W110 H50 Ø95,,110.0,50.0,95.0,,dimensions_raw,9.0,,,,990.0,IP20,,,,XXK,,,,,,,,,,درايفر نسلي 12 واط,LED DOWN LIGHT T1 | NSL-DLT1-3-9W-XXK-SMD-NS-IP20 | W110 H50 Ø95 | 9 | 990 | 80.0 | درايفر نسلي 12 واط | IP20,1,NSL-DLT1-3-9W-XXK-SMD-NS-IP20,voltage,True
