row_id,category,product_type,mounting,sku,is_pricing_rule,price,currency,dimensions_raw,length_mm,width_mm,height_mm,diameter_mm,depth_mm,dims_source,power_w,power_w_per_m,power_w_options,power_w_per_m_options,lumen,ip_rating,cct_k,cct_k_min,cct_k_max,cct_placeholder,voltage_min_v,voltage_max_v,voltage_type,frequency_min_hz,frequency_max_hz,constant_voltage_v,beam_deg,beam_source,dimming,note,search_text,sku_occurrence,sku_key,missing_fields,has_missing_fields
284,LED DOWN LIGHT CRX26-5,downlight,,NSL-CRX26-5-N150-20W-XXK-SMD-TD-AT-IP44,False,165.0,,,,,,,,,20.0,,,,,IP44,,,,XXK,,,,,,,,,,,LED DOWN LIGHT CRX26-5 | NSL-CRX26-5-N150-20W-XXK-SMD-TD-AT-IP44 | 165.0 | IP44,1,NSL-CRX26-5-N150-20W-XXK-SMD-TD-AT-IP44,dimensions;lumen;voltage,True
285,LED DOWN LIGHT CRX26-5,downlight,,NSL-CRX26-5-N150-20W-XXK-SMD-TD-AT-Dali-IP44,False,199.0,,,,,,,,,20.0,,,,,IP44,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT CRX26-5 | NSL-CRX26-5-N150-20W-XXK-SMD-TD-AT-Dali-IP44 | 199.0 | IP44 | DALI,1,NSL-CRX26-5-N150-20W-XXK-SMD-TD-AT-Dali-IP44,dimensions;lumen;voltage,True
286,LED DOWN LIGHT CRX26-5,downlight,,CUSTOM SINGLE FRAME,False,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT CRX26-5 | CUSTOM SINGLE FRAME | 30.0,22,CUSTOM SINGLE FRAME__22,dimensions;power;lumen;ip_rating;cct;voltage,True
287,LED DOWN LIGHT CRX26-5,downlight,,CUSTOM DOUBLE FRAME,False,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT CRX26-5 | CUSTOM DOUBLE FRAME | 40.0,22,CUSTOM DOUBLE FRAME__22,dimensions;power;lumen;ip_rating;cct;voltage,True
291,LED DOWN LIGHT CRX28-5-30W,downlight,,NSL-CRX28-5-N200-30W-XXK-SMD-NS-IP20,False,152.0,,W42 H218 Ø200,,42.0,218.0,200.0,,dimensions_raw,30.0,,,,3600.0,IP20,,,,XXK,,,,,,,,,,نسلي 40 واط  ( سعر البودي التركي 37.15 ريال ارخص مقارنة بالصيني المكافأ T1-8 ب 46.74 ريال أي الفرق 11.4 ريال بالتكلفه),LED DOWN LIGHT CRX28-5-30W | NSL-CRX28-5-N200-30W-XXK-SMD-NS-IP20 | W42 H218 Ø200 | 30 | 3600 | 152.0 | نسلي 40 واط  ( سعر البودي التركي 37.15 ريال ارخص مقارنة بالصيني المكافأ T1-8 ب 46.74 ريال أي الفرق 11.4 ريال بالتكلفه) | IP20,1,NSL-CRX28-5-N200-30W-XXK-SMD-NS-IP20,voltage,True
292,LED DOWN LIGHT CRX28-5-30W,downlight,,NSL-CRX28-5-N200-30W-XXK-SMD-TD-CN-IP20,False,152.0,,W42 H218 Ø200,,42.0,218.0,200.0,,dimensions_raw,30.0,,,,3600.0,IP20,,,,XXK,,,,,,,,,,ترايدونك صربي بنفس سعر الصيني ( سعر البودي التركي 37.15 ريال ارخص مقارنة بالصيني المكافأ T1-8 ب 46.74 ريال أي الفرق 11.4 ريال بالتكلفه),LED DOWN LIGHT CRX28-5-30W | NSL-CRX28-5-N200-30W-XXK-SMD-TD-CN-IP20 | W42 H218 Ø200 | 30 | 3600 | 152.0 | ترايدونك صربي بنفس سعر الصيني ( سعر البودي التركي 37.15 ريال ارخص مقارنة بالصيني المكافأ T1-8 ب 46.74 ريال أي الفرق 11.4 ريال بالتكلفه) | IP20,1,NSL-CRX28-5-N200-30W-XXK-SMD-TD-CN-IP20,voltage,True
293,LED DOWN LIGHT CRX28-5-30W,downlight,,NSL-CRX28-5-N200-30W-XXK-SMD-TD-AT-IP20,False,191.0,,,,,,,,,30.0,,,,,IP20,,,,XXK,,,,,,,,,,,LED DOWN LIGHT CRX28-5-30W | NSL-CRX28-5-N200-30W-XXK-SMD-TD-AT-IP20 | 191.0 | IP20,1,NSL-CRX28-5-N200-30W-XXK-SMD-TD-AT-IP20,dimensions;lumen;voltage,True
294,LED DOWN LIGHT CRX28-5-30W,downlight,,NSL-CRX28-5-N200-30W-XXK-SMD-TD-AT-Dali-IP20,False,255.0,,,,,,,,,30.0,,,,,IP20,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT CRX28-5-30W | NSL-CRX28-5-N200-30W-XXK-SMD-TD-AT-Dali-IP20 | 255.0 | IP20 | DALI,1,NSL-CRX28-5-N200-30W-XXK-SMD-TD-AT-Dali-IP20,dimensions;lumen;voltage,True
295,LED DOWN LIGHT CRX28-5-30W,downlight,,NSL-CRX28-5-N200-30W-XXK-SMD-NS-IP44,False,172.0,,W42 H218 Ø200,,42.0,218.0,200.0,,dimensions_raw,30.0,,,,3600.0,IP44,,,,XXK,,,,,,,,,,نسلي 40 واط  ( سعر البودي التركي 37.15 ريال ارخص مقارنة بالصيني المكافأ T1-8 ب 46.74 ريال أي الفرق 11.4 ريال بالتكلفه),LED DOWN LIGHT CRX28-5-30W | NSL-CRX28-5-N200-30W-XXK-SMD-NS-IP44 | W42 H218 Ø200 | 30 | 3600 | 172.0 | نسلي 40 واط  ( سعر البودي التركي 37.15 ريال ارخص مقارنة بالصيني المكافأ T1-8 ب 46.74 ريال أي الفرق 11.4 ريال بالتكلفه) | IP44,1,NSL-CRX28-5-N200-30W-XXK-SMD-NS-IP44,voltage,True
296,LED DOWN LIGHT CRX28-5-30W,downlight,,NSL-CRX28-5-N200-30W-XXK-SMD-TD-CN-IP44,False,172.0,,W42 H218 Ø200,,42.0,218.0,200.0,,dimensions_raw,30.0,,,,3600.0,IP44,,,,XXK,,,,,,,,,,ترايدونك صربي بنفس سعر الصيني ( سعر البودي التركي 37.15 ريال ارخص مقارنة بالصيني المكافأ T1-8 ب 46.74 ريال أي الفرق 11.4 ريال بالتكلفه),LED DOWN LIGHT CRX28-5-30W | NSL-CRX28-5-N200-30W-XXK-SMD-TD-CN-IP44 | W42 H218 Ø200 | 30 | 3600 | 172.0 | ترايدونك صربي بنفس سعر الصيني ( سعر البودي التركي 37.15 ريال ارخص مقارنة بالصيني المكافأ T1-8 ب 46.74 ريال أي الفرق 11.4 ريال بالتكلفه) | IP44,1,NSL-CRX28-5-N200-30W-XXK-SMD-TD-CN-IP44,voltage,True
297,LED DOWN LIGHT CRX28-5-30W,downlight,,NSL-CRX28-5-N200-30W-XXK-SMD-TD-AT-IP44,False,211.0,,,,,,,,,30.0,,,,,IP44,,,,XXK,,,,,,,,,,,LED DOWN LIGHT CRX28-5-30W | NSL-CRX28-5-N200-30W-XXK-SMD-TD-AT-IP44 | 211.0 | IP44,1,NSL-CRX28-5-N200-30W-XXK-SMD-TD-AT-IP44,dimensions;lumen;voltage,True
298,LED DOWN LIGHT CRX28-5-30W,downlight,,NSL-CRX28-5-N200-30W-XXK-SMD-TD-AT-Dali-IP44,False,245.0,,,,,,,,,30.0,,,,,IP44,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT CRX28-5-30W | NSL-CRX28-5-N200-30W-XXK-SMD-TD-AT-Dali-IP44 | 245.0 | IP44 | DALI,1,NSL-CRX28-5-N200-30W-XXK-SMD-TD-AT-Dali-IP44,dimensions;lumen;voltage,True
299,LED DOWN LIGHT CRX28-5-30W,downlight,,CUSTOM SINGLE FRAME,False,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT CRX28-5-30W | CUSTOM SINGLE FRAME | 30.0,23,CUSTOM SINGLE FRAME__23,dimensions;power;lumen;ip_rating;cct;voltage,True
300,LED DOWN LIGHT CRX28-5-30W,downlight,,CUSTOM DOUBLE FRAME,False,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT CRX28-5-30W | CUSTOM DOUBLE FRAME | 40.0,23,CUSTOM DOUBLE FRAME__23,dimensions;power;lumen;ip_rating;cct;voltage,True
304,LED DOWN LIGHT CRX28-5-35W,downlight,,NSL-CRX28-5-N200-35W-XXK-SMD-NS-IP20,False,152.0,,W42 H218 Ø200,,42.0,218.0,200.0,,dimensions_raw,35.0,,,,4200.0,IP20,,,,XXK,,,,,,,,,,نفس السابق يطبع عليه 35 نسلي 40 واط  ( سعر البودي التركي 37.15 ريال ارخص مقارنة بالصيني المكافأ T1-8 ب 46.74 ريال أي الفرق 11.4 ريال بالتكلفه),LED DOWN LIGHT CRX28-5-35W | NSL-CRX28-5-N200-35W-XXK-SMD-NS-IP20 | W42 H218 Ø200 | 35 | 4200 | 152.0 | نفس السابق يطبع عليه 35 نسلي 40 واط  ( سعر البودي التركي 37.15 ريال ارخص مقارنة بالصيني المكافأ T1-8 ب 46.74 ريال أي الفرق 11.4 ريال بالتكلفه) | IP20,1,NSL-CRX28-5-N200-35W-XXK-SMD-NS-IP20,voltage,True
305,LED DOWN LIGHT CRX28-5-35W,downlight,,NSL-CRX28-5-N200-35W-XXK-SMD-TD-CN-IP20,False,152.0,,W42 H218 Ø200,,42.0,218.0,200.0,,dimensions_raw,35.0,,,,4200.0,IP20,,,,XXK,,,,,,,,,,نفس السابق يطبع عليه 35 ترايدونك صربي بنفس سعر الصيني ( سعر البودي التركي 37.15 ريال ارخص مقارنة بالصيني المكافأ T1-8 ب 46.74 ريال أي الفرق 11.4 ريال بالتكلفه),LED DOWN LIGHT CRX28-5-35W | NSL-CRX28-5-N200-35W-XXK-SMD-TD-CN-IP20 | W42 H218 Ø200 | 35 | 4200 | 152.0 | نفس السابق يطبع عليه 35 ترايدونك صربي بنفس سعر الصيني ( سعر البودي التركي 37.15 ريال ارخص مقارنة بالصيني المكافأ T1-8 ب 46.74 ريال أي الفرق 11.4 ريال بالتكلفه) | IP20,1,NSL-CRX28-5-N200-35W-XXK-SMD-TD-CN-IP20,voltage,True
306,LED DOWN LIGHT CRX28-5-35W,downlight,,NSL-CRX28-5-N200-35W-XXK-SMD-TD-AT-IP20,False,191.0,,,,,,,,,35.0,,,,,IP20,,,,XXK,,,,,,,,,,,LED DOWN LIGHT CRX28-5-35W | NSL-CRX28-5-N200-35W-XXK-SMD-TD-AT-IP20 | 191.0 | IP20,1,NSL-CRX28-5-N200-35W-XXK-SMD-TD-AT-IP20,dimensions;lumen;voltage,True
307,LED DOWN LIGHT CRX28-5-35W,downlight,,NSL-CRX28-5-N200-35W-XXK-SMD-TD-AT-Dali-IP20,False,255.0,,,,,,,,,35.0,,,,,IP20,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT CRX28-5-35W | NSL-CRX28-5-N200-35W-XXK-SMD-TD-AT-Dali-IP20 | 255.0 | IP20 | DALI,1,NSL-CRX28-5-N200-35W-XXK-SMD-TD-AT-Dali-IP20,dimensions;lumen;voltage,True
308,LED DOWN LIGHT CRX28-5-35W,downlight,,NSL-CRX28-5-N200-35W-XXK-SMD-NS-IP44,False,172.0,,W42 H218 Ø200,,42.0,218.0,200.0,,dimensions_raw,35.0,,,,4200.0,IP44,,,,XXK,,,,,,,,,,نفس السابق يطبع عليه 35 نسلي 40 واط  ( سعر البودي التركي 37.15 ريال ارخص مقارنة بالصيني المكافأ T1-8 ب 46.74 ريال أي الفرق 11.4 ريال بالتكلفه),LED DOWN LIGHT CRX28-5-35W | NSL-CRX28-5-N200-35W-XXK-SMD-NS-IP44 | W42 H218 Ø200 | 35 | 4200 | 172.0 | نفس السابق يطبع عليه 35 نسلي 40 واط  ( سعر البودي التركي 37.15 ريال ارخص مقارنة بالصيني المكافأ T1-8 ب 46.74 ريال أي الفرق 11.4 ريال بالتكلفه) | IP44,1,NSL-CRX28-5-N200-35W-XXK-SMD-NS-IP44,voltage,True
309,LED DOWN LIGHT CRX28-5-35W,downlight,,NSL-CRX28-5-N200-35W-XXK-SMD-TD-CN-IP44,False,172.0,,W42 H218 Ø200,,42.0,218.0,200.0,,dimensions_raw,35.0,,,,4200.0,IP44,,,,XXK,,,,,,,,,,نفس السابق يطبع عليه 35 ترايدونك صربي بنفس سعر الصيني ( سعر البودي التركي 37.15 ريال ارخص مقارنة بالصيني المكافأ T1-8 ب 46.74 ريال أي الفرق 11.4 ريال بالتكلفه),LED DOWN LIGHT CRX28-5-35W | NSL-CRX28-5-N200-35W-XXK-SMD-TD-CN-IP44 | W42 H218 Ø200 | 35 | 4200 | 172.0 | نفس السابق يطبع عليه 35 ترايدونك صربي بنفس سعر الصيني ( سعر البودي التركي 37.15 ريال ارخص مقارنة بالصيني المكافأ T1-8 ب 46.74 ريال أي الفرق 11.4 ريال بالتكلفه) | IP44,1,NSL-CRX28-5-N200-35W-XXK-SMD-TD-CN-IP44,voltage,True
310,LED DOWN LIGHT CRX28-5-35W,downlight,,NSL-CRX28-5-N200-35W-XXK-SMD-TD-AT-IP44,False,211.0,,,,,,,,,35.0,,,,,IP44,,,,XXK,,,,,,,,,,,LED DOWN LIGHT CRX28-5-35W | NSL-CRX28-5-N200-35W-XXK-SMD-TD-AT-IP44 | 211.0 | IP44,1,NSL-CRX28-5-N200-35W-XXK-SMD-TD-AT-IP44,dimensions;lumen;voltage,True
311,LED DOWN LIGHT CRX28-5-35W,downlight,,NSL-CRX28-5-N200-35W-XXK-SMD-TD-AT-Dali-IP44,False,245.0,,,,,,,,,35.0,,,,,IP44,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT CRX28-5-35W | NSL-CRX28-5-N200-35W-XXK-SMD-TD-AT-Dali-IP44 | 245.0 | IP44 | DALI,1,NSL-CRX28-5-N200-35W-XXK-SMD-TD-AT-Dali-IP44,dimensions;lumen;voltage,True
312,LED DOWN LIGHT CRX28-5-35W,downlight,,CUSTOM SINGLE FRAME,False,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT CRX28-5-35W | CUSTOM SINGLE FRAME | 30.0,24,CUSTOM SINGLE FRAME__24,dimensions;power;lumen;ip_rating;cct;voltage,True
313,LED DOWN LIGHT CRX28-5-35W,downlight,,CUSTOM DOUBLE FRAME,False,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT CRX28-5-35W | CUSTOM DOUBLE FRAME | 40.0,24,CUSTOM DOUBLE FRAME__24,dimensions;power;lumen;ip_rating;cct;voltage,True
317,LED DOWN LIGHT CRX23-3-V2,downlight,,NSL-CRX23-3-V2-N70-7W-XXK-SMD-NS-IP20,False,58.0,,W35 H95 Ø70,,35.0,95.0,70.0,,dimensions_raw,7.0,,,,840.0,IP20,,,,XXK,,,,,,,,,,درايفر نسلي 12 واط ( سعر البودي التركي 22.6 ريال مقارنة   بالمكافأ المنتج القديم ب 16.34 ريال أي الفرق 6.26 ريال بالتكلفه),LED DOWN LIGHT CRX23-3-V2 | NSL-CRX23-3-V2-N70-7W-XXK-SMD-NS-IP20 | W35 H95 Ø70 | 7 | 840 | 58.0 | درايفر نسلي 12 واط ( سعر البودي التركي 22.6 ريال مقارنة   بالمكافأ المنتج القديم ب 16.34 ريال أي الفرق 6.26 ريال بالتكلفه) | IP20,1,NSL-CRX23-3-V2-N70-7W-XXK-SMD-NS-IP20,voltage,True
318,LED DOWN LIGHT CRX23-3-V2,downlight,,NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-CN-IP20,False,68.0,,W35 H95 Ø70,,35.0,95.0,70.0,,dimensions_raw,7.0,,,,840.0,IP20,,,,XXK,,,,,,,,,,ترايدونك صيني ( سعر البودي التركي 22.6 ريال مقارنة  بالمكافأ المنتج القديم ب 16.34 ريال أي الفرق 6.26 ريال بالتكلفه),LED DOWN LIGHT CRX23-3-V2 | NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-CN-IP20 | W35 H95 Ø70 | 7 | 840 | 68.0 | ترايدونك صيني ( سعر البودي التركي 22.6 ريال مقارنة  بالمكافأ المنتج القديم ب 16.34 ريال أي الفرق 6.26 ريال بالتكلفه) | IP20,1,NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-CN-IP20,voltage,True
319,LED DOWN LIGHT CRX23-3-V2,downlight,,NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-IP20,False,102.0,,,,,,,,,7.0,,,,,IP20,,,,XXK,,,,,,,,,,,LED DOWN LIGHT CRX23-3-V2 | NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-IP20 | 102.0 | IP20,1,NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-IP20,dimensions;lumen;voltage,True
320,LED DOWN LIGHT CRX23-3-V2,downlight,,NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-Dali-IP20,False,155.0,,,,,,,,,7.0,,,,,IP20,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT CRX23-3-V2 | NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-Dali-IP20 | 155.0 | IP20 | DALI,1,NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-Dali-IP20,dimensions;lumen;voltage,True
321,LED DOWN LIGHT CRX23-3-V2,downlight,,NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-PHC-IP20,False,102.0,,,,,,,,,7.0,,,,,IP20,,,,XXK,,,,,,,,,PHC,,LED DOWN LIGHT CRX23-3-V2 | NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-PHC-IP20 | 102.0 | IP20 | PHC,1,NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-PHC-IP20,dimensions;lumen;voltage,True
322,LED DOWN LIGHT CRX23-3-V2,downlight,,NSL-CRX23-3-V2-N70-7W-XXK-SMD-NS-IP65,False,78.0,,W35 H95 Ø70,,35.0,95.0,70.0,,dimensions_raw,7.0,,,,840.0,IP65,,,,XXK,,,,,,,,,,درايفر نسلي 12 واط ( سعر البودي التركي 22.6 ريال مقارنة   بالمكافأ المنتج القديم ب 16.34 ريال أي الفرق 6.26 ريال بالتكلفه),LED DOWN LIGHT CRX23-3-V2 | NSL-CRX23-3-V2-N70-7W-XXK-SMD-NS-IP65 | W35 H95 Ø70 | 7 | 840 | 78.0 | درايفر نسلي 12 واط ( سعر البودي التركي 22.6 ريال مقارنة   بالمكافأ المنتج القديم ب 16.34 ريال أي الفرق 6.26 ريال بالتكلفه) | IP65,1,NSL-CRX23-3-V2-N70-7W-XXK-SMD-NS-IP65,voltage,True
323,LED DOWN LIGHT CRX23-3-V2,downlight,,NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-CN-IP65,False,86.0,,W35 H95 Ø70,,35.0,95.0,70.0,,dimensions_raw,7.0,,,,840.0,IP65,,,,XXK,,,,,,,,,,ترايدونك صيني ( سعر البودي التركي 22.6 ريال مقارنة  بالمكافأ المنتج القديم ب 16.34 ريال أي الفرق 6.26 ريال بالتكلفه),LED DOWN LIGHT CRX23-3-V2 | NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-CN-IP65 | W35 H95 Ø70 | 7 | 840 | 86.0 | ترايدونك صيني ( سعر البودي التركي 22.6 ريال مقارنة  بالمكافأ المنتج القديم ب 16.34 ريال أي الفرق 6.26 ريال بالتكلفه) | IP65,1,NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-CN-IP65,voltage,True
324,LED DOWN LIGHT CRX23-3-V2,downlight,,NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-IP65,False,118.0,,,,,,,,,7.0,,,,,IP65,,,,XXK,,,,,,,,,,,LED DOWN LIGHT CRX23-3-V2 | NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-IP65 | 118.0 | IP65,1,NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-IP65,dimensions;lumen;voltage,True
325,LED DOWN LIGHT CRX23-3-V2,downlight,,NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-Dali-IP65,False,160.0,,,,,,,,,7.0,,,,,IP65,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT CRX23-3-V2 | NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-Dali-IP65 | 160.0 | IP65 | DALI,1,NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-Dali-IP65,dimensions;lumen;voltage,True
326,LED DOWN LIGHT CRX23-3-V2,downlight,,NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-PHC-IP65,False,118.0,,,,,,,,,7.0,,,,,IP65,,,,XXK,,,,,,,,,PHC,,LED DOWN LIGHT CRX23-3-V2 | NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-PHC-IP65 | 118.0 | IP65 | PHC,1,NSL-CRX23-3-V2-N70-7W-XXK-SMD-TD-AT-PHC-IP65,dimensions;lumen;voltage,True
327,LED DOWN LIGHT CRX23-3-V2,downlight,,CUSTOM SINGLE FRAME,False,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT CRX23-3-V2 | CUSTOM SINGLE FRAME | 20.0,25,CUSTOM SINGLE FRAME__25,dimensions;power;lumen;ip_rating;cct;voltage,True
328,LED DOWN LIGHT CRX23-3-V2,downlight,,CUSTOM DOUBLE FRAME,False,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT CRX23-3-V2 | CUSTOM DOUBLE FRAME | 30.0,25,CUSTOM DOUBLE FRAME__25,dimensions;power;lumen;ip_rating;cct;voltage,True
332,LED DOWN LIGHT CRX26-3-V2,downlight,,NSL-CRX26-3-V2-N150-20W-XXK-SMD-NS-IP20,False,106.0,,W42 H169 Ø150,,42.0,169.0,150.0,,dimensions_raw,20.0,,,,2400.0,IP20,,,,XXK,,,,,,,,,,نسلي 20 واط 500 ميلي ( سعر البودي التركي 30.77 ريال مقارنة المكافأ المنتج القديم ب 25 ريال أي الفرق 5.77 ريال بالتكلفه),LED DOWN LIGHT CRX26-3-V2 | NSL-CRX26-3-V2-N150-20W-XXK-SMD-NS-IP20 | W42 H169 Ø150 | 20 | 2400 | 106.0 | نسلي 20 واط 500 ميلي ( سعر البودي التركي 30.77 ريال مقارنة المكافأ المنتج القديم ب 25 ريال أي الفرق 5.77 ريال بالتكلفه) | IP20,1,NSL-CRX26-3-V2-N150-20W-XXK-SMD-NS-IP20,voltage,True
333,LED DOWN LIGHT CRX26-3-V2,downlight,,NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-CN-IP20,False,110.0,,W42 H169 Ø150,,42.0,169.0,150.0,,dimensions_raw,20.0,,,,2400.0,IP20,,,,XXK,,,,,,,,,,ترايدونك صيني   20 واط 500 ميلي ( سعر البودي التركي 30.77 ريال مقارنة المكافأ المنتج القديم ب 25 ريال أي الفرق 5.77 ريال بالتكلفه),LED DOWN LIGHT CRX26-3-V2 | NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-CN-IP20 | W42 H169 Ø150 | 20 | 2400 | 110.0 | ترايدونك صيني   20 واط 500 ميلي ( سعر البودي التركي 30.77 ريال مقارنة المكافأ المنتج القديم ب 25 ريال أي الفرق 5.77 ريال بالتكلفه) | IP20,1,NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-CN-IP20,voltage,True
334,LED DOWN LIGHT CRX26-3-V2,downlight,,NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-AT-IP20,False,145.0,,,,,,,,,20.0,,,,,IP20,,,,XXK,,,,,,,,,,,LED DOWN LIGHT CRX26-3-V2 | NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-AT-IP20 | 145.0 | IP20,1,NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-AT-IP20,dimensions;lumen;voltage,True
335,LED DOWN LIGHT CRX26-3-V2,downlight,,NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-AT-Dali-IP20,False,188.0,,,,,,,,,20.0,,,,,IP20,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT CRX26-3-V2 | NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-AT-Dali-IP20 | 188.0 | IP20 | DALI,1,NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-AT-Dali-IP20,dimensions;lumen;voltage,True
336,LED DOWN LIGHT CRX26-3-V2,downlight,,NSL-CRX26-3-V2-N150-20W-XXK-SMD-NS-IP65,False,126.0,,W42 H169 Ø150,,42.0,169.0,150.0,,dimensions_raw,20.0,,,,2400.0,IP65,,,,XXK,,,,,,,,,,نسلي 20 واط 500 ميلي ( سعر البودي التركي 30.77 ريال مقارنة المكافأ المنتج القديم ب 25 ريال أي الفرق 5.77 ريال بالتكلفه),LED DOWN LIGHT CRX26-3-V2 | NSL-CRX26-3-V2-N150-20W-XXK-SMD-NS-IP65 | W42 H169 Ø150 | 20 | 2400 | 126.0 | نسلي 20 واط 500 ميلي ( سعر البودي التركي 30.77 ريال مقارنة المكافأ المنتج القديم ب 25 ريال أي الفرق 5.77 ريال بالتكلفه) | IP65,1,NSL-CRX26-3-V2-N150-20W-XXK-SMD-NS-IP65,voltage,True
337,LED DOWN LIGHT CRX26-3-V2,downlight,,NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-CN-IP65,False,126.0,,W42 H169 Ø150,,42.0,169.0,150.0,,dimensions_raw,20.0,,,,2400.0,IP65,,,,XXK,,,,,,,,,,ترايدونك صيني   20 واط 500 ميلي ( سعر البودي التركي 30.77 ريال مقارنة المكافأ المنتج القديم ب 25 ريال أي الفرق 5.77 ريال بالتكلفه),LED DOWN LIGHT CRX26-3-V2 | NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-CN-IP65 | W42 H169 Ø150 | 20 | 2400 | 126.0 | ترايدونك صيني   20 واط 500 ميلي ( سعر البودي التركي 30.77 ريال مقارنة المكافأ المنتج القديم ب 25 ريال أي الفرق 5.77 ريال بالتكلفه) | IP65,1,NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-CN-IP65,voltage,True
338,LED DOWN LIGHT CRX26-3-V2,downlight,,NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-AT-IP65,False,165.0,,,,,,,,,20.0,,,,,IP65,,,,XXK,,,,,,,,,,,LED DOWN LIGHT CRX26-3-V2 | NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-AT-IP65 | 165.0 | IP65,1,NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-AT-IP65,dimensions;lumen;voltage,True
339,LED DOWN LIGHT CRX26-3-V2,downlight,,NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-AT-Dali-IP65,False,199.0,,,,,,,,,20.0,,,,,IP65,,,,XXK,,,,,,,,,DALI,,LED DOWN LIGHT CRX26-3-V2 | NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-AT-Dali-IP65 | 199.0 | IP65 | DALI,1,NSL-CRX26-3-V2-N150-20W-XXK-SMD-TD-AT-Dali-IP65,dimensions;lumen;voltage,True
340,LED DOWN LIGHT CRX26-3-V2,downlight,,CUSTOM SINGLE FRAME,False,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT CRX26-3-V2 | CUSTOM SINGLE FRAME | 30.0,26,CUSTOM SINGLE FRAME__26,dimensions;power;lumen;ip_rating;cct;voltage,True
341,LED DOWN LIGHT CRX26-3-V2,downlight,,CUSTOM DOUBLE FRAME,False,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED DOWN LIGHT CRX26-3-V2 | CUSTOM DOUBLE FRAME | 40.0,26,CUSTOM DOUBLE FRAME__26,dimensions;power;lumen;ip_rating;cct;voltage,True
